"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 23 05:01:10 GMT 2023","Sun Jul 23 05:01:12 GMT 2023","2464","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:04:45 GMT 2023","Sun Jul 23 05:04:46 GMT 2023","1360","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testManageOldData","testManageOldData","Verify that there is no entries of old data are found on the 'Manage Old Data' page"
"passed","Sun Jul 23 05:06:16 GMT 2023","Sun Jul 23 05:06:18 GMT 2023","2276","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateMultibranchPipelineProjectInFolder","testCreateMultibranchPipelineProjectInFolder","Confirm that the 'Multibranch Pipeline' project was successfully created within the folder"
"passed","Sun Jul 23 05:09:48 GMT 2023","Sun Jul 23 05:09:48 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsNoDepTest","orderMethodsNoDepTest",""
"passed","Sun Jul 23 05:02:44 GMT 2023","Sun Jul 23 05:02:46 GMT 2023","1980","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testH1HeaderBuildHistory","testH1HeaderBuildHistory","Verify the header of the 'Build  History' page"
"passed","Sun Jul 23 05:09:08 GMT 2023","Sun Jul 23 05:09:08 GMT 2023","483","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:08:50 GMT 2023","Sun Jul 23 05:08:50 GMT 2023","539","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemTypePipelineWithEmptyName","testCreateNewItemTypePipelineWithEmptyName","Check if pipeline job can be created without name"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testGlobalViewAddFilterBuildQueue","testGlobalViewAddFilterBuildQueue",""
"passed","Sun Jul 23 05:04:10 GMT 2023","Sun Jul 23 05:04:12 GMT 2023","1989","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:06:03 GMT 2023","Sun Jul 23 05:06:06 GMT 2023","2657","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFreestyleProjectInFolderCreateJob","testCreateFreestyleProjectInFolderCreateJob","Verify ability to create 'Freestyle project' in folder using the option 'Create a job'"
"passed","Sun Jul 23 05:08:56 GMT 2023","Sun Jul 23 05:08:57 GMT 2023","506","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 04:58:23 GMT 2023","Sun Jul 23 04:58:24 GMT 2023","630","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testEditDescription","testEditDescription","Verify if expected description of the project has been updated"
"passed","Sun Jul 23 05:06:40 GMT 2023","Sun Jul 23 05:06:42 GMT 2023","1750","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderFromDropDownMenuConfigure","testRenameFolderFromDropDownMenuConfigure","Verify that the name of the folder can be changed through 'Configure' dropdown menu"
"passed","Sun Jul 23 05:07:31 GMT 2023","Sun Jul 23 05:07:33 GMT 2023","2135","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu","Verify that the multi-configuration project can be renamed to side menu"
"passed","Sun Jul 23 05:05:28 GMT 2023","Sun Jul 23 05:05:30 GMT 2023","1456","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMenuOptionIsNotAvailable","testMoveMenuOptionIsNotAvailable","Verify that the 'Move' button isn't available in the side menu for Multibranch Pipeline if the folder isn't present"
"passed","Sun Jul 23 05:03:22 GMT 2023","Sun Jul 23 05:03:24 GMT 2023","1642","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyConfirmPassword","testCreateUserWithEmptyConfirmPassword","Try to create user with empty 'Confirm password' field and verify that error message 'Password didn't match' appeared"
"passed","Sun Jul 23 05:07:06 GMT 2023","Sun Jul 23 05:07:07 GMT 2023","1098","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectsRunJobInBuildHistory","testMultiConfigurationProjectsRunJobInBuildHistory",""
"passed","Sun Jul 23 05:09:02 GMT 2023","Sun Jul 23 05:09:02 GMT 2023","511","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:00:40 GMT 2023","Sun Jul 23 05:00:42 GMT 2023","2159","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","Check if the Downstream project name link on the Status page leads to the correct Upstream project Status Page"
"passed","Sun Jul 23 05:04:23 GMT 2023","Sun Jul 23 05:04:25 GMT 2023","1801","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:04:18 GMT 2023","Sun Jul 23 05:04:19 GMT 2023","1625","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:05:25 GMT 2023","Sun Jul 23 05:05:28 GMT 2023","2302","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMenuOptionIsAvailableWhenFolderIsCreated","testMoveMenuOptionIsAvailableWhenFolderIsCreated","Verify that the 'Move' button is available in the side menu for Multibranch Pipeline if the folder is present"
"passed","Sun Jul 23 05:03:24 GMT 2023","Sun Jul 23 05:03:26 GMT 2023","1792","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithEmptyEmailAddress","testCreateUserWithEmptyEmailAddress","Try to create user with empty E-mail address and verify that error message 'Invalid e-mail address' appeared"
"passed","Sun Jul 23 05:06:12 GMT 2023","Sun Jul 23 05:06:15 GMT 2023","2435","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateMultiConfigurationProjectInFolder","testCreateMultiConfigurationProjectInFolder","Verify the ability to create a 'Multi-configuration project' in existed folder"
"passed","Sun Jul 23 05:08:20 GMT 2023","Sun Jul 23 05:08:20 GMT 2023","441","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCheckNavigationToNewItemPage","testCheckNavigationToNewItemPage","Check if 'New Item' button on side menu navigates to NewItemPage"
"passed","Sun Jul 23 05:01:42 GMT 2023","Sun Jul 23 05:01:45 GMT 2023","3225","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamedPipelineIsDisplayedInMyViews","testRenamedPipelineIsDisplayedInMyViews","Verify if renamed pipeline is displayed in 'My Views'"
"passed","Sun Jul 23 05:06:29 GMT 2023","Sun Jul 23 05:06:31 GMT 2023","2734","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFolderInFolder","testMoveFolderInFolder","Verify that the folder can be moved into another folder"
"passed","Sun Jul 23 04:58:18 GMT 2023","Sun Jul 23 04:58:18 GMT 2023","455","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterLinkRestRedirectToPage","testFooterLinkRestRedirectToPage","Verification that the link redirect to the '/api/' page"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:02:10 GMT 2023","Sun Jul 23 05:02:13 GMT 2023","2725","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testConfigureOrganizationFolderWithName","testConfigureOrganizationFolderWithName","The 'Display name' can be added to the Organization Folder"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","1","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateNewListViewWithExistingJob","testCreateNewListViewWithExistingJob",""
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewSideMenu","testListViewSideMenu","Verify if side menu options of the 'List View' view is equal to a default list"
"passed","Sun Jul 23 05:02:53 GMT 2023","Sun Jul 23 05:02:53 GMT 2023","388","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testSMLIconsExist","testSMLIconsExist","Verify that 'Small', 'Medium', 'Large' icons are displayed on the 'Build History' page"
"passed","Sun Jul 23 05:07:11 GMT 2023","Sun Jul 23 05:07:13 GMT 2023","2511","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDisable","testMultiConfigurationProjectDisable","Verify that the 'MultiConfigurationProject' can be disabled to project configuration page"
"passed","Sun Jul 23 05:00:46 GMT 2023","Sun Jul 23 05:00:48 GMT 2023","2257","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDisableProject","testDisableProject","Verify if Project status contains expected text when 'Disable Project' option has been applied"
"passed","Sun Jul 23 05:09:48 GMT 2023","Sun Jul 23 05:09:48 GMT 2023","1","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest","orderMethodsTwoDifferentGroupsDepTest",""
"passed","Sun Jul 23 05:08:25 GMT 2023","Sun Jul 23 05:08:25 GMT 2023","480","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateFreestyleProjectWithSpacesInsteadOfName","testCreateFreestyleProjectWithSpacesInsteadOfName","Check if a new freestyle project with only spaces in name can be created"
"passed","Sun Jul 23 05:08:40 GMT 2023","Sun Jul 23 05:08:42 GMT 2023","1207","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProject","testCreateNewFreestyleProject","Check if a new freestyle project can be created"
"passed","Sun Jul 23 05:00:30 GMT 2023","Sun Jul 23 05:00:31 GMT 2023","1203","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testPipelineHidePreviewDescription","testPipelineHidePreviewDescription","Verify the preview of description is not displayed if click on the 'Hide preview' link"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testViewFreestyleProjectPage","testViewFreestyleProjectPage","Verify if Project name link on the Dashboard forwards to appropriate Project page"
"passed","Sun Jul 23 05:02:23 GMT 2023","Sun Jul 23 05:02:25 GMT 2023","2651","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testRenameOrganizationFolder","testRenameOrganizationFolder","Verify that the 'Organization Folder' can be renamed"
"passed","Sun Jul 23 05:02:50 GMT 2023","Sun Jul 23 05:02:50 GMT 2023","618","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testRedirectToMainPage","testRedirectToMainPage","Verify that click on Dashboard on 'BuildHistory' page redirects to the main page"
"passed","Sun Jul 23 05:03:37 GMT 2023","Sun Jul 23 05:03:39 GMT 2023","1878","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testConfigureSourceCodeByGIT","testConfigureSourceCodeByGIT","Verify if project sourced by GitHub successfully built"
"passed","Sun Jul 23 05:05:23 GMT 2023","Sun Jul 23 05:05:25 GMT 2023","1398","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testEnableMultiBranchPipeline","testEnableMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be enable"
"passed","Sun Jul 23 05:04:01 GMT 2023","Sun Jul 23 05:04:03 GMT 2023","1858","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Sun Jul 23 05:07:34 GMT 2023","Sun Jul 23 05:07:44 GMT 2023","10157","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess","Verify that the assembly step verifies the success of the assembly"
"passed","Sun Jul 23 05:04:37 GMT 2023","Sun Jul 23 05:04:40 GMT 2023","2778","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteUserGoingFromStatusUserPage","testDeleteUserGoingFromStatusUserPage","Delete user by 'Delete' on the side menu on the 'Status user' page and verify that deleted user is not displayed on the 'People' page"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDownstreamProjectSectionAndListOfConnectedProjectsAppearsOnUpstreamProjectStatusPage","testDownstreamProjectSectionAndListOfConnectedProjectsAppearsOnUpstreamProjectStatusPage","Check the downstream project section and list of connected projects appear on the StatusPage of the Upstream project"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testRemoveSomeHeadersFromProjectStatusTableInListView","testRemoveSomeHeadersFromProjectStatusTableInListView",""
"passed","Sun Jul 23 05:09:03 GMT 2023","Sun Jul 23 05:09:03 GMT 2023","511","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:09:18 GMT 2023","Sun Jul 23 05:09:26 GMT 2023","8084","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOneItemFromListOfJobTypes","testCreateOneItemFromListOfJobTypes","Verify that all six different job types can be created"
"passed","Sun Jul 23 05:09:09 GMT 2023","Sun Jul 23 05:09:10 GMT 2023","494","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 04:57:01 GMT 2023","Sun Jul 23 04:57:06 GMT 2023","5890","Surefire suite","Surefire test","tests.CopyItemTest","tests.CopyItemTest","testCopyFromNotExistItemName","testCopyFromNotExistItemName","Verify if attempting to create a new item from a non-existent item results in an error"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"passed","Sun Jul 23 05:07:21 GMT 2023","Sun Jul 23 05:07:21 GMT 2023","392","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnableCheckIconProjectName","testMultiConfigurationProjectEnableCheckIconProjectName","Verify that when you turn on the project, the project icon changes its status to 'enable' on the project configuration page"
"passed","Sun Jul 23 05:02:43 GMT 2023","Sun Jul 23 05:02:43 GMT 2023","414","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserNameInHeaderAndInUserPage","testUserNameInHeaderAndInUserPage","Verify that User name in the header and on the User page are the same and the User page has User ID"
"passed","Sun Jul 23 05:05:21 GMT 2023","Sun Jul 23 05:05:22 GMT 2023","1333","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testDisableMultiBranchPipeline","testDisableMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be disable"
"broken","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","2","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateListViewAndAddSixItems","testCreateListViewAndAddSixItems","Verify that Multibranch Pipeline contains expected Views : Global View, List View, My View"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView","Verify that Error message appears when is trying to rename a List view with the name that contains invalid special characters"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Sun Jul 23 05:09:07 GMT 2023","Sun Jul 23 05:09:07 GMT 2023","495","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:09:00 GMT 2023","Sun Jul 23 05:09:01 GMT 2023","517","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 04:57:17 GMT 2023","Sun Jul 23 04:57:17 GMT 2023","434","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testPeoplePageContent","testPeoplePageContent","Checking for the presence of required elements on the page: header, footer, buttons"
"passed","Sun Jul 23 05:09:13 GMT 2023","Sun Jul 23 05:09:13 GMT 2023","292","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:01:26 GMT 2023","Sun Jul 23 05:01:28 GMT 2023","2319","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:09:16 GMT 2023","Sun Jul 23 05:09:18 GMT 2023","1715","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewPipelineFromExisting","testCreateNewPipelineFromExisting","Check if pipeline project can be created as a copy of existing pipeline project"
"passed","Sun Jul 23 05:00:32 GMT 2023","Sun Jul 23 05:00:33 GMT 2023","1184","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testPipelinePreviewDescription","testPipelinePreviewDescription","Verify the preview of description is displayed if fill out a description in the field of pipeline"
"passed","Sun Jul 23 05:05:02 GMT 2023","Sun Jul 23 05:05:08 GMT 2023","6043","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testSetSystemMessage","testSetSystemMessage","Add a system message to the Jenkins configuration and verify that this message is displayed on the dashboard and on the folder status page"
"passed","Sun Jul 23 05:08:35 GMT 2023","Sun Jul 23 05:08:35 GMT 2023","537","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineEmptyName","testCreateMultibranchPipelineEmptyName","Check if multibranch pipeline with empty name can be created"
"passed","Sun Jul 23 05:00:52 GMT 2023","Sun Jul 23 05:00:55 GMT 2023","3107","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Sun Jul 23 04:58:05 GMT 2023","Sun Jul 23 04:58:05 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditViewAddDescription","testEditViewAddDescription",""
"passed","Sun Jul 23 05:06:18 GMT 2023","Sun Jul 23 05:06:19 GMT 2023","625","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testDeleteMultibranchPipelineFromFolder","testDeleteMultibranchPipelineFromFolder","Confirm that the 'Multibranch pipeline' no longer exists within the folder after it has been deleted"
"passed","Sun Jul 23 05:00:49 GMT 2023","Sun Jul 23 05:00:52 GMT 2023","2421","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Sun Jul 23 05:07:45 GMT 2023","Sun Jul 23 05:07:52 GMT 2023","6484","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testNewestBuildsButton","testNewestBuildsButton","Verify that set build can steps and successfully build the project"
"passed","Sun Jul 23 05:09:29 GMT 2023","Sun Jul 23 05:09:30 GMT 2023","1147","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOrgFolderWithEmptyName","testCreateOrgFolderWithEmptyName","Check if organization folder can be created with empty name"
"passed","Sun Jul 23 05:04:51 GMT 2023","Sun Jul 23 05:04:58 GMT 2023","6622","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testPluginManagerInstallPlugin","testPluginManagerInstallPlugin","Verify that installed plugin NOT found in 'Available' tab installed plugin but found in 'Installed' tab"
"passed","Sun Jul 23 05:01:36 GMT 2023","Sun Jul 23 05:01:38 GMT 2023","2435","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineWithValidName","testRenamePipelineWithValidName","Check if pipeline project can be renamed"
"passed","Sun Jul 23 05:07:22 GMT 2023","Sun Jul 23 05:07:24 GMT 2023","2540","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnableCheckIconDashboardPage","testMultiConfigurationProjectEnableCheckIconDashboardPage","Check if disabled multi-configuration project can be enabled"
"passed","Sun Jul 23 05:03:12 GMT 2023","Sun Jul 23 05:03:14 GMT 2023","2313","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateNewNodeWithValidNameByOptionSetUpAnAgent","testCreateNewNodeWithValidNameByOptionSetUpAnAgent","Create New Node with valid name by option 'Set up an agent' on Dashboard"
"skipped","Sun Jul 23 04:59:45 GMT 2023","Sun Jul 23 04:59:45 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testFreestyleProjectConfigureByDropdown","testFreestyleProjectConfigureByDropdown","Verify if 'Configure' menu in the Project dropdown menu on the Dashboard leads to 'Configuration' page"
"passed","Sun Jul 23 05:08:45 GMT 2023","Sun Jul 23 05:08:46 GMT 2023","1224","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProjectWithLongNameFrom256Characters","testCreateNewFreestyleProjectWithLongNameFrom256Characters","Check if a new freestyle project with name from 256 characters can be created"
"passed","Sun Jul 23 05:09:31 GMT 2023","Sun Jul 23 05:09:33 GMT 2023","2192","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateOrgFolderWithExistingName","testCreateOrgFolderWithExistingName","Verify that organization folder can be created with name, that is a name of other existing project"
"passed","Sun Jul 23 05:07:25 GMT 2023","Sun Jul 23 05:07:27 GMT 2023","2149","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameProjectViaDropDownMenu","testMultiConfigurationProjectRenameProjectViaDropDownMenu","Verify that the multi-configuration project can be renamed in the drop-down menu"
"passed","Sun Jul 23 05:08:53 GMT 2023","Sun Jul 23 05:08:53 GMT 2023","302","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Sun Jul 23 05:05:18 GMT 2023","Sun Jul 23 05:05:20 GMT 2023","1706","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testDeleteMultibranchPipelineUsingDropDown","testDeleteMultibranchPipelineUsingDropDown","Check if MultibranchPipeline can be deleted"
